,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
37352,29653333,Yankee stadium pad,127828600,Brey,Bronx,Concourse,40.82773,-73.92308,Private room,100,1,2,2018-12-27,0.26,1,177
37355,29653847,Luxurious Duplex Condo in the heart of Brooklyn,223198021,Roy,Brooklyn,Prospect-Lefferts Gardens,40.66235,-73.94619,Entire home/apt,165,2,19,2019-06-29,2.3,1,102
37356,29654002,Cozy  Studio with  River Views,223198779,Juliet,Manhattan,East Harlem,40.79112,-73.93606,Entire home/apt,95,5,20,2019-06-20,2.43,1,56
37358,29654321,Fab Williamsburg 1 BR w great amenities! #10307,7863991,Tiffany,Brooklyn,Williamsburg,40.71922,-73.94258,Entire home/apt,250,2,23,2019-06-29,3.17,1,311
37359,29654969,Spacious room in Ridgewood,58377909,Benjamin,Queens,Ridgewood,40.69956,-73.90752,Private room,30,6,2,2019-01-08,0.26,1,0
37361,29655330,MANHATTAN CLUB - 1 BEDROOM SUITE,223208290,Charles,Manhattan,Midtown,40.76562,-73.98233,Private room,250,4,1,2018-12-14,0.14,1,3
37362,29655436,Weekend Getaway,4452717,Sandra,Brooklyn,Williamsburg,40.71797,-73.95441,Entire home/apt,200,3,0,2011-03-28,0.0,1,5
37363,29656082,The Perfect Room 1 stop to East Village!,2967914,Nina,Brooklyn,Williamsburg,40.71435,-73.96292,Private room,102,1,56,2019-07-05,6.8,2,14
37364,29656826,Rare and spacious apartment. 15 mins to Manhattan.,223191465,Kiryl,Brooklyn,Williamsburg,40.71131,-73.94156,Entire home/apt,200,3,29,2019-06-09,3.57,2,144
37365,29656859,"Petra, Place of Peace ***Female PREFERRED!***",223219744,Dina,Queens,Jamaica,40.69441,-73.78954,Private room,60,2,2,2019-03-24,0.32,1,180
37366,29657375,"Gorgeous Room in Williamsburg, 10min to Soho",2967914,Nina,Brooklyn,Williamsburg,40.71304,-73.96238,Private room,102,1,48,2019-06-21,5.81,2,20
37367,29657991,1BR Apartment close to Prospect Park,16502641,Marni,Brooklyn,South Slope,40.66036,-73.98494,Entire home/apt,93,5,10,2019-07-07,1.6,1,2
37368,29658517,Close by Central Park,222755851,Sarah,Manhattan,Upper West Side,40.79896,-73.96183,Private room,110,3,5,2019-06-18,0.62,2,176
37369,29659322,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,223238601,Valentine,Brooklyn,Bedford-Stuyvesant,40.69574,-73.93364,Private room,70,5,8,2019-06-29,2.82,1,307
37370,29659447,Private room. All RENOVATED. 4 stops to MHTN,152395213,Ramiro,Queens,Astoria,40.76332,-73.92478,Private room,80,5,16,2019-06-05,2.0,1,29
37371,29660984,charming Bedroom in a quite neighborhood,221751961,Maya,Staten Island,Oakwood,40.56028,-74.10678,Private room,46,1,4,2019-01-19,0.51,1,0
37372,29661457,Modern Spacious Room in Loft with Rooftop,2930482,Ashley,Queens,Ridgewood,40.70177,-73.89797,Private room,75,1,1,2018-11-17,0.13,1,0
37373,29661817,Monet in Manhattan private room w deck & bkfst,32295097,Maureen,Manhattan,Lower East Side,40.71434,-73.98641,Private room,125,2,28,2019-07-03,3.39,2,255
37374,29661866,Minimal East Village studio in the BEST location!,20087466,Adela,Manhattan,East Village,40.72434,-73.98018,Entire home/apt,110,3,15,2019-04-17,1.89,1,0
37375,29662087,"Three ""new"" New Yorker's",222755851,Sarah,Manhattan,Upper West Side,40.79896,-73.96027,Private room,145,1,2,2018-11-08,0.24,2,0
37376,29662414,"Grand Street in Brooklyn, G stop, L stop.",162938514,Alex,Brooklyn,Williamsburg,40.71121,-73.95028,Entire home/apt,250,2,24,2019-06-29,3.01,1,282
37377,29662606,Your Home Away From Home in New York City!  NYC,10552196,Nikolas,Manhattan,Hell's Kitchen,40.76158,-73.99175,Shared room,100,1,2,2018-12-09,0.24,1,363
37378,29670957,Huge 450ft Master Bedroom in Spectacular Soho Loft,302885,Hattie Grace,Manhattan,SoHo,40.72197,-74.00401,Private room,200,3,0,2011-03-28,0.0,3,0
37379,29672090,comfortable one-bedroom in great LES location,1887283,Sylvia,Manhattan,Chinatown,40.71415,-73.99255,Entire home/apt,121,2,8,2019-06-24,1.07,1,0
37382,29674265,Stylish studio in the heart of Clinton Hill,777522,Harris,Brooklyn,Clinton Hill,40.68424,-73.96661,Entire home/apt,105,1,3,2019-06-09,0.4,1,0
37384,29674710,Great New York-korea town1~2,179336958,Ruby,Manhattan,Midtown,40.74595,-73.98509,Private room,65,3,3,2019-06-03,1.53,6,359
37385,29674940,Sunlit Backyard in NYC + Walk to Zoo and Gardens!,57400178,Diane,Bronx,Allerton,40.86923,-73.86275,Entire home/apt,90,5,1,2019-01-02,0.16,1,157
37386,29675374,Trendy and Spacious East Harlem 1BR Apt,223340140,Olivia,Manhattan,East Harlem,40.79793,-73.94334,Entire home/apt,109,1,3,2018-12-29,0.45,1,0
37387,29675631,Gorgeous Modern + Sunny Room in Prime Williamsburg,198395530,Carla,Brooklyn,Williamsburg,40.71217,-73.95888,Private room,68,5,1,2018-11-02,0.12,1,0
37388,29676028,Cozy and new apartment between LES and Chinatown,223345099,Milica,Manhattan,Chinatown,40.71431,-73.99275,Entire home/apt,170,3,22,2019-06-27,2.84,1,128
37389,29676417,New York Moments (Ladies Only),223248121,Julia,Manhattan,Kips Bay,40.74319,-73.98074,Shared room,39,2,1,2019-01-01,0.16,1,365
37390,29676867,Home of Harmony,62234273,Harmony,Brooklyn,Bedford-Stuyvesant,40.68277,-73.92012,Entire home/apt,100,3,35,2019-07-07,4.25,1,283
37391,29677326,Ultra Lux Morden 2 Bedrooms suite with court yard,220762164,Sherley,Queens,St. Albans,40.69161,-73.76326,Entire home/apt,298,2,12,2019-06-23,1.51,4,365
37392,29678364,Kan house,183417610,Kanchana,Queens,Elmhurst,40.7409,-73.87738,Private room,180,1,3,2019-05-27,0.39,3,88
37393,29678746,KalaJones,84077949,Gunmala,Manhattan,Roosevelt Island,40.7662,-73.94676,Entire home/apt,250,3,2,2019-01-04,0.31,1,1
37394,29678787,Beautiful & bright space in PRIME Williamsburg,55693494,Amore,Brooklyn,Williamsburg,40.71309,-73.96331,Private room,120,2,13,2019-05-25,1.73,1,108
37395,29679067,Kan house,183417610,Kanchana,Queens,Elmhurst,40.73841,-73.87751,Private room,180,1,0,2011-03-28,0.0,3,0
37396,29679464,The perfect resting stop,144167745,Maria,Brooklyn,Sunset Park,40.64335,-74.02255,Private room,50,2,39,2019-06-30,6.19,1,31
37397,29679677,Lofty Studio in the heart of Williamsburg,8587936,Aimée,Brooklyn,Williamsburg,40.71823,-73.96141,Entire home/apt,180,3,0,2011-03-28,0.0,1,0
37398,29680105,1 Private Room in West Harlem,137380710,Bruce,Manhattan,Harlem,40.82723,-73.94217,Private room,40,5,1,2019-02-18,0.21,1,0
37399,29680716,Stunning Flatiron 1 BR near Subway access to all!,223374565,"Christine,",Manhattan,Midtown,40.74376,-73.98355,Entire home/apt,189,4,16,2019-07-05,2.11,1,323
37401,29682189,Huge & Sunny room in Williamsburg,1472433,Marcos,Brooklyn,Williamsburg,40.70758,-73.94134,Private room,56,5,1,2018-11-11,0.13,2,10
37402,29682577,Kan house,183417610,Kanchana,Queens,Elmhurst,40.74085,-73.87682,Private room,180,1,0,2011-03-28,0.0,3,0
37403,29683262,5 mins from Central Park +Community #1,215540583,OneBaz106,Manhattan,East Harlem,40.79018,-73.94014,Private room,78,10,13,2019-05-20,1.83,1,68
37404,29683293,Guest room nice family in Cypress Hills  :),223393782,Mercedes,Brooklyn,Cypress Hills,40.68983,-73.86905,Private room,45,3,6,2019-01-02,0.78,1,6
37405,29683957,Williamsburg Waterfront Luxury Apartment,18283992,Hannah,Brooklyn,Williamsburg,40.719,-73.96419,Entire home/apt,250,2,2,2019-04-14,0.33,1,0
37406,29684187,Natural Habitat | ♥ SUPER HOST ♥,223401516,Jessica,Brooklyn,Bedford-Stuyvesant,40.68424,-73.92828,Private room,65,2,34,2019-07-02,4.2,1,175
37407,29684231,Private Room in Relaxing Townhouse,861848,Nicholas,Brooklyn,Bedford-Stuyvesant,40.69093,-73.92754,Private room,68,2,0,2011-03-28,0.0,2,0
37408,29684573,Nice Cozy Room In Brooklyn On A Dead End Block,31039254,Sean,Brooklyn,East Flatbush,40.64843,-73.93549,Private room,45,1,8,2019-07-07,5.0,1,334
37409,29685583,"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",77304447,Genesis,Manhattan,Harlem,40.81834,-73.95583,Private room,42,5,34,2019-07-04,4.23,3,40
37410,29686349,"Brooklyn Room, lots of sunlight",38299001,LaQuann,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93387,Private room,55,1,0,2011-03-28,0.0,1,0
37411,29686468,Private Master Bedroom,142641298,Maryana,Brooklyn,Bedford-Stuyvesant,40.69251,-73.94549,Private room,100,1,1,2018-11-19,0.13,1,0
37412,29686576,Cozy NYC Downtown Room,13392472,Lana,Manhattan,Lower East Side,40.72085,-73.98945,Private room,103,3,38,2019-07-05,4.58,1,99
37413,29686857,"2BR Apartment in Ridgewood, 20min to Manhattan",223422291,Robin,Queens,Ridgewood,40.70242,-73.90403,Entire home/apt,115,3,15,2019-06-24,1.88,1,10
37414,29686875,"*Spacious, Modern and Charming 1 Bedroom Apt!*",223418394,Max,Manhattan,Washington Heights,40.84726,-73.93866,Entire home/apt,90,1,15,2019-05-12,1.87,1,170
37415,29687049,"ALL PRIVATE - Bedroom, Bath and Kitchenette",617537,Bryan,Brooklyn,Bushwick,40.6952,-73.91535,Private room,85,3,35,2019-06-18,4.34,1,127
37416,29687597,East Village Escape for 2-4 guests!,223426581,Evan,Manhattan,East Village,40.72535,-73.98794,Entire home/apt,229,2,21,2019-07-03,2.58,1,70
37417,29687924,Gorgeous Room with Private Bath in Bedstuy,104246751,Javier,Brooklyn,Bedford-Stuyvesant,40.69237,-73.94314,Private room,95,1,36,2019-07-02,4.34,1,79
37418,29688392,Serenity In Queens,223431967,Stacy,Queens,Flushing,40.72915,-73.79448,Private room,70,2,0,2011-03-28,0.0,1,95
37419,29688903,Room J near Columbia,223431101,Stella,Manhattan,Morningside Heights,40.80434,-73.9649,Private room,80,1,28,2019-06-22,3.53,3,8
37420,29689103,Cozy studio btw upper east side and midtown east,19289434,Roman,Manhattan,Upper East Side,40.76118,-73.96036,Entire home/apt,140,3,1,2019-02-24,0.22,1,0
37421,29689253,Privet Room in GROUND FLOOR apt with FREE parking,57128179,Rita,Queens,Rego Park,40.71605,-73.85854,Private room,66,1,24,2019-07-05,2.99,2,327
37422,29690801,Private room next to N train.,198021963,Onur,Brooklyn,Borough Park,40.61979,-73.98886,Private room,20,1,12,2019-06-25,1.66,1,14
37424,29698179,QUIET Zen Garden Pad in BEST Brooklyn location!,324657,Laura,Brooklyn,Park Slope,40.67918,-73.97408,Entire home/apt,108,3,15,2019-06-16,1.87,1,8
37425,29699681,Sunny Penthouse with Williamsburg Bridge view,5226176,Laura,Brooklyn,Williamsburg,40.71093,-73.96407,Entire home/apt,143,5,2,2019-05-21,0.24,1,9
37426,29700382,"Spacious Hell's Kitchen Studio, Amazing Location",24561601,Morgan,Manhattan,Hell's Kitchen,40.76629,-73.98816,Entire home/apt,132,2,10,2019-05-26,1.25,1,3
37427,29701014,"Newly Renovated 3BR Apt,Minutes away from SI Ferry",223504937,Ellouise,Staten Island,Randall Manor,40.62692,-74.1299,Entire home/apt,109,3,21,2019-07-07,4.44,1,121
37428,29701500,New York Chelsea Art Apt.,30627525,Laith,Manhattan,Chelsea,40.73798,-73.99253,Entire home/apt,200,3,10,2019-06-08,1.35,1,263
37429,29701773,Chic one bedroom apartment in the heart of NYC,5224789,Mona,Manhattan,Hell's Kitchen,40.76072,-73.98993,Entire home/apt,150,4,3,2019-06-12,0.44,1,3
37430,29701791,Cozy Private Apartment 4 stops away from 42 st,5735865,Anya,Manhattan,Upper West Side,40.80254,-73.96723,Private room,70,3,23,2019-06-23,2.9,1,87
37431,29702007,"Cozy apartment with art, good light, books",8533032,Andrew,Brooklyn,Carroll Gardens,40.67414,-73.99961,Entire home/apt,130,4,5,2019-05-18,0.63,1,10
37433,29703038,LUXARY 2BR DUPLEX LOFT Downtown Brooklyn,48194192,Allen,Brooklyn,Clinton Hill,40.69509,-73.96462,Entire home/apt,191,1,42,2019-06-23,5.94,4,28
37434,29703465,"Sunny, Modern Comfort in Harlem",61684829,Chris,Manhattan,Harlem,40.80602,-73.95627,Entire home/apt,250,3,2,2018-12-02,0.27,1,0
37436,29704596,Fraud,95642648,Тest,Manhattan,Lower East Side,40.72036,-73.98883,Shared room,147,3,9,2019-06-26,1.32,2,0
37437,29704955,Huge Room Right by the Myrtle JMZ,63966927,Hope,Brooklyn,Bedford-Stuyvesant,40.6956,-73.93739,Private room,50,1,5,2019-06-22,0.65,1,188
37438,29705049,"Sunny, Cozy Apt in the Heart of BedStuy for Cheap",82286,Linda,Brooklyn,Bedford-Stuyvesant,40.68615,-73.9356,Entire home/apt,79,3,2,2019-05-09,0.25,1,157
37439,29705115,Charming Apt in Historic Greenpoint Brownstone,153503882,Katherine,Brooklyn,Greenpoint,40.72795,-73.95481,Entire home/apt,150,2,8,2019-03-18,1.03,1,0
37440,29705207,Luxurious Ensuite in Historic Brownstone,22200018,Lucia,Brooklyn,Bedford-Stuyvesant,40.68405,-73.93401,Private room,70,2,11,2019-05-24,1.45,2,71
37442,29706277,Vintage first floor private room in a 3 bed apt,57128179,Rita,Queens,Rego Park,40.71639,-73.85799,Private room,60,2,12,2019-06-16,1.45,2,19
37443,29706358,Bright and Airy Greenwich Village Junior 1 Bedroom,259123,Caitlin,Manhattan,Greenwich Village,40.73492,-73.99604,Entire home/apt,300,2,2,2018-12-15,0.26,1,11
37444,29706750,Sun filled DJ apartment in Williamsburg,187496935,Marie,Brooklyn,Williamsburg,40.71024,-73.95834,Entire home/apt,200,2,8,2019-01-02,1.0,1,5
37445,29707094,Female Shared 2 Bedroom Apt by Lincoln Center,223548766,Jeane',Manhattan,Upper West Side,40.77221,-73.9875,Private room,100,2,15,2019-06-30,1.81,1,58
37446,29707860,Entire Basement w/ Warm+Friendly+Brooklyn  Energy!,223553290,Eli,Brooklyn,Cypress Hills,40.67948,-73.89313,Entire home/apt,200,1,5,2019-05-19,1.21,1,360
37447,29708352,Privet living room,205131610,Steven,Brooklyn,Canarsie,40.64376,-73.90833,Private room,68,2,3,2019-06-02,0.47,3,365
37448,29708729,Notorious  -_-  15R,222483970,Felipe,Manhattan,East Village,40.72316,-73.98703,Private room,55,1,35,2019-07-02,4.39,1,0
37449,29710266,Manhattan Sights & Sound (Ladies Only),223574944,Carly,Manhattan,Kips Bay,40.74355,-73.97936,Shared room,39,2,2,2019-03-25,0.52,2,326
37451,29711508,"Cozy  clean room ;LGA 5 mints,JFK 10 mint Astoria",104814095,Hanine,Queens,East Elmhurst,40.75967,-73.88335,Private room,50,1,10,2019-06-04,1.37,3,85
37452,29711772,Luxury Apt near the Statue of Liberty,223578316,Susan,Manhattan,Financial District,40.7041,-74.0155,Entire home/apt,160,1,27,2019-06-26,3.28,1,302
37453,29712188,"Heaven in New York, Orange Room",185908506,Cynthia,Bronx,Edenwald,40.885,-73.83518,Private room,75,3,1,2018-11-20,0.13,3,311
37456,29722452,Perch Harlem,14631757,Scott,Manhattan,Harlem,40.83039,-73.94721,Entire home/apt,150,1,5,2019-05-27,0.67,1,319
37457,29722985,J-ROOM SHARE BY CASINO*AIRPORT*CAFE*DOORSTEP METRO,213208277,Darry,Queens,South Ozone Park,40.67098,-73.79657,Shared room,34,4,0,2011-03-28,0.0,8,365
37458,29724480,J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO,213208277,Darry,Queens,South Ozone Park,40.6728,-73.79495,Private room,59,4,2,2019-05-17,0.33,8,365
37459,29727132,Amazing one bedroom for a getaway in Brooklyn,44358422,Akeema,Brooklyn,Flatbush,40.63919,-73.95219,Private room,38,1,2,2018-11-26,0.27,1,238
37460,29729573,Brooklyn BedStuy Apt close to Subway and Downtown,9632197,Olivia,Brooklyn,Bedford-Stuyvesant,40.68269,-73.94712,Private room,45,2,23,2019-06-30,3.61,1,50
37461,29729728,Apartment in the heart of Williamsburg,2299134,Maya,Brooklyn,Williamsburg,40.72034,-73.95626,Entire home/apt,100,3,2,2019-04-26,0.4,1,2
37462,29730504,Brooklyn Apartment with tons of light,223667060,Rachel,Brooklyn,Bushwick,40.69293,-73.90537,Entire home/apt,100,1,4,2019-02-10,0.48,1,35
37463,29730616,Large and bright bedroom 18 min to Grand Central,140930693,Max And Kathy,Bronx,Mott Haven,40.81177,-73.92726,Private room,60,1,29,2019-07-04,3.54,2,304
37464,29731583,"Charming apartment in coveted Carroll Gardens, BK",13466647,McKenzie,Brooklyn,Carroll Gardens,40.68333,-73.99831,Entire home/apt,155,3,8,2019-05-27,1.06,1,0
37465,29731625,Sunlit Spacious Apartment in Brooklyn,30177875,Bree,Brooklyn,Crown Heights,40.67452,-73.95906,Entire home/apt,120,4,3,2019-05-25,0.47,1,7
37466,29733220,Gorgeous space for last minute marathon plans,35244416,Amy,Manhattan,Upper East Side,40.77828,-73.95492,Private room,275,1,0,2011-03-28,0.0,1,0
37467,29733748,Chambers Queen - Modernist Room | Minutes from 5th,220229838,Chamber Hotel,Manhattan,Midtown,40.7637,-73.97422,Private room,191,2,5,2019-06-16,3.0,11,217
37473,29737168,Affordable Room near JFK,217652530,Portia,Queens,Jamaica,40.67385,-73.77874,Private room,125,1,1,2019-06-23,1.0,4,253
37474,29737954,Room 3 blocks from Columbus Circle / Central Park,58077160,Kat,Manhattan,Hell's Kitchen,40.76579,-73.98557,Private room,140,6,1,2018-11-12,0.13,1,0
37475,29738053,"Room near JFK, good for Cancellations and Delays!",217652530,Portia,Queens,Jamaica,40.67233,-73.77751,Private room,125,1,2,2019-04-13,0.32,4,253
37476,29738205,Beautiful Private Small Room with 2 Beds,72957132,Niko,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95499,Private room,63,2,13,2019-06-18,1.72,3,321
37477,29738207,Charming Room 1 with 2 Beds Close to Metro,72957132,Niko,Brooklyn,Bedford-Stuyvesant,40.6847,-73.95532,Private room,70,2,23,2019-06-23,2.95,3,293
37478,29738439,La Grand Master Bedroom,217652530,Portia,Queens,Jamaica,40.67205,-73.77721,Private room,180,1,0,2011-03-28,0.0,4,253
37479,29738563,Cozy private room in the heart of Bushwick,223723845,Antonieta,Brooklyn,Bushwick,40.70717,-73.92126,Private room,50,4,3,2019-04-30,0.42,1,40
37481,29740134,Sunlit Bedroom in Washington Heights,30240946,Tanya,Manhattan,Washington Heights,40.85155,-73.92967,Private room,42,7,0,2011-03-28,0.0,1,0
37482,29740171,Contemporary Minimalistic Private room in Bed-Stuy,45618730,Kevin,Brooklyn,Bedford-Stuyvesant,40.69405,-73.94411,Private room,60,2,11,2019-06-21,1.38,1,0
37483,29740703,5minutes to Manhattan luxury apartment,223741555,Mengxiao,Queens,Long Island City,40.74813,-73.93852,Private room,69,5,4,2018-12-27,0.53,1,0
37484,29741023,"Bright, cozy and large room in Manhattan - ATrain",20579643,Denis,Manhattan,Washington Heights,40.83627,-73.94329,Private room,40,2,1,2019-06-03,0.83,1,51
37485,29751447,The Cozy Corner in BedStuy,223817242,Carla,Brooklyn,Bedford-Stuyvesant,40.68774,-73.93699,Entire home/apt,120,1,36,2019-06-23,4.62,1,334
37486,29753642,Comfortable room in family home in Brooklyn!,11880311,Aileen,Brooklyn,Carroll Gardens,40.68261,-73.99097,Private room,50,2,6,2019-05-04,1.1,2,0
37487,29753750,Large Suite w/private bathroom by central park,223346842,Alex,Manhattan,Harlem,40.80551,-73.95136,Private room,92,2,44,2019-07-06,5.57,3,51
37488,29754544,"Comfortable- JFK,LGA Best Value",223846870,Shared Stay-JFK The Hugh Suite,Queens,Springfield Gardens,40.66102,-73.77035,Private room,50,1,57,2019-06-21,7.28,3,342
37489,29754946,Large studio in midtown east,76327788,Lola,Manhattan,Murray Hill,40.74633,-73.97586,Entire home/apt,155,5,14,2019-06-25,1.74,1,29
37490,29755360,LUXURY Studio Apartment in PRIME Williamsburg,223855863,Thais,Brooklyn,Williamsburg,40.71841,-73.95224,Entire home/apt,200,3,0,2011-03-28,0.0,1,111
37491,29756137,2 bedroom Apartment.,215041024,Ife,Queens,Edgemere,40.5939,-73.77361,Entire home/apt,80,7,1,2019-06-08,0.94,1,87
37492,29756451,"Entire Townhouse in Boerum Hill, Brooklyn",11880311,Aileen,Brooklyn,Carroll Gardens,40.68345,-73.99094,Entire home/apt,138,7,3,2019-04-16,0.37,2,0
37493,29756773,Willoughby penthouse,223869982,Steve,Brooklyn,Bedford-Stuyvesant,40.69495,-73.93509,Private room,100,7,0,2011-03-28,0.0,1,0
37494,29758199,Queens home with a view,71560458,Norma,Queens,Bayswater,40.60513,-73.77024,Entire home/apt,151,2,33,2019-07-07,4.21,1,309
37495,29758221,Entire floor of apartment with separate entrance,42979789,Vanessa,Brooklyn,Williamsburg,40.70845,-73.9402,Private room,85,3,7,2019-07-01,1.0,1,42
37496,29758404,Entire Apartment in Beautiful Brooklyn Brownstone,223886475,John & Dee,Brooklyn,Carroll Gardens,40.68564,-73.99201,Entire home/apt,170,2,8,2019-06-03,2.79,1,0
37497,29759120,Spacious Home with Backyard in Brooklyn,861848,Nicholas,Brooklyn,Bedford-Stuyvesant,40.69299,-73.92934,Entire home/apt,81,3,6,2019-01-06,0.73,2,0
37498,29760102,Minimal Loft in heart of Williamsburg -waterfront,24046264,Matt,Brooklyn,Williamsburg,40.71845,-73.96241,Entire home/apt,150,3,4,2019-04-22,0.5,1,69
37499,29760452,Cozy Brooklyn room 15min to Manhattan by subway!,209163615,Oriana,Brooklyn,Bedford-Stuyvesant,40.68377,-73.94489,Private room,85,1,1,2019-01-04,0.16,1,12
37500,29760512,1 double size bedroom 0.1 mile from Times Square.,214173940,Ali,Manhattan,Theater District,40.75941,-73.98794,Private room,62,1,7,2019-01-01,0.87,1,9
37501,29760721,Room M near Columbia,223431101,Stella,Manhattan,Morningside Heights,40.8043,-73.96342,Private room,75,1,37,2019-06-19,4.72,3,10
37502,29760740,Single bedroom in Brooklyn,193502084,Linda,Brooklyn,Borough Park,40.64049,-74.00255,Private room,40,1,5,2019-03-18,0.61,8,0
37503,29760869,Studio in East Harlem,169647759,Johann,Manhattan,East Harlem,40.79078,-73.94547,Entire home/apt,100,1,11,2019-04-19,1.34,1,0
37504,29760980,Downtown Brooklyn Loft Space Under The Bridge,223807986,Luis,Brooklyn,Vinegar Hill,40.70079,-73.98512,Entire home/apt,275,1,1,2018-11-18,0.13,1,0
37505,29761111,"Clean, Convenient & Comfy Apt in FLATIRON! :-)",33041007,Jenny,Manhattan,Midtown,40.74559,-73.98551,Private room,139,4,14,2019-06-30,1.75,1,28
37506,29761241,Midtown room in the center of the NYC universe.,215229943,Mark,Manhattan,Hell's Kitchen,40.76458,-73.98686,Private room,98,5,8,2019-05-26,0.98,1,179
37507,29761272,"cozy room in queens, with free subway pick up",223913025,Jennyfer,Queens,Cambria Heights,40.69597,-73.74307,Private room,100,7,1,2018-11-10,0.12,1,0
37508,29761534,FREE YOGA with Goodyoga's Guest Room!,1240933,Goodyoga,Brooklyn,Greenpoint,40.72725,-73.95617,Private room,100,7,10,2019-06-24,1.38,1,353
37509,29762648,New York Manhattan Club Metro Suite,151280982,Carole,Manhattan,Midtown,40.76523,-73.98054,Private room,100,2,0,2011-03-28,0.0,1,0
37510,29763219,"Bright one bedroom.  Lorimer (J,M) broadway (G)",4858280,Anna,Brooklyn,Williamsburg,40.70343,-73.94894,Entire home/apt,149,6,7,2019-05-29,0.96,1,4
37511,29764987,Brooklyn-Brooklyn,78080379,Liliana,Brooklyn,Bushwick,40.68944,-73.907,Private room,75,5,0,2011-03-28,0.0,1,250
37513,29766259,Cozy Artsy Room 2nd,52370129,Nino,Brooklyn,Bay Ridge,40.62461,-74.0297,Private room,60,2,9,2019-07-01,1.16,2,31
37515,29775040,Entire Brooklyn Brownstone Apartment with Laundry,149929,Obed,Brooklyn,Fort Greene,40.69083,-73.97301,Entire home/apt,135,5,21,2019-06-30,2.7,5,206
37516,29775262,Private Room in Beautiful Brooklyn Apt!,41389252,Evan,Brooklyn,Bedford-Stuyvesant,40.67893,-73.94318,Private room,60,3,7,2019-06-02,1.59,1,58
37517,29775749,Modern Luxury 1BR Apt,39607226,Alan,Brooklyn,Bushwick,40.68856,-73.91903,Entire home/apt,119,3,6,2019-06-16,0.79,1,4
37518,29776064,New York Home with a View,51338091,Vander,Manhattan,Harlem,40.82816,-73.93827,Entire home/apt,130,7,1,2019-01-06,0.16,1,280
37519,29776209,Large room + private bathroom by Central Park,223346842,Alex,Manhattan,Harlem,40.80679,-73.95105,Private room,75,2,12,2019-01-28,1.55,3,0
37520,29776235,"Spacious, Immaculate 2-BR Perfect for NYC Visit",22345627,Christine,Manhattan,East Harlem,40.80556,-73.94071,Entire home/apt,150,7,1,2018-11-15,0.13,1,66
37521,29776313,Suite Splendor near the Prospect Park.,864766,Leigh,Brooklyn,Park Slope,40.66912,-73.97493,Entire home/apt,150,5,6,2019-06-30,0.74,1,0
37522,29776797,"Huge bright 1,500SqFt loft. Subway down the street",224029433,Adrian,Brooklyn,Clinton Hill,40.68215,-73.96526,Entire home/apt,250,3,15,2019-06-23,1.99,1,43
37523,29777077,Trendy Soho Apartment,44457589,Joel,Manhattan,SoHo,40.72611,-74.00252,Entire home/apt,200,11,3,2019-06-15,0.41,2,17
37524,29777278,Vintage Room &prvt bathroom Central Park Manhattan,223346842,Alex,Manhattan,Harlem,40.80475,-73.95081,Private room,79,2,43,2019-07-05,5.47,3,43
37525,29777340,East Village Luxury Retreat,3783926,Vivek,Manhattan,East Village,40.7281,-73.98293,Private room,250,1,2,2018-11-30,0.24,1,180
37526,29777857,Contemporary room in front of Central Park,52033043,Johnny,Manhattan,Harlem,40.79927,-73.95384,Private room,89,2,22,2019-04-29,2.84,1,0
37527,29778083,NYC East Village 1 BR / Studio,28418563,Eli,Manhattan,East Village,40.72546,-73.98396,Entire home/apt,179,1,20,2019-07-01,2.65,1,268
37528,29778309,Spice Island Hotspot,224042160,Pettrina,Brooklyn,East Flatbush,40.65046,-73.95067,Private room,38,2,11,2019-06-30,1.51,3,365
37529,29778804,Giant private bedroom w 1/2 bathroom in 4BR apt,58266933,Jordan,Queens,Astoria,40.75805,-73.90927,Private room,25,7,2,2019-03-21,0.29,1,66
37530,29779072,Massive Large 4 bedrooms 2 bathrooms in Manhattan,4317615,Fabio,Manhattan,Harlem,40.82064,-73.9537,Private room,150,1,11,2019-01-25,1.43,2,0
37531,29779831,Bedstuy Artists Quarter (tower corner room),18272280,Louis,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94179,Private room,43,1,10,2019-04-28,1.33,2,2
37533,29780076,"Spacious, classic parlor brownstone with backyard",5845384,Kaylin,Brooklyn,Carroll Gardens,40.68301,-73.99677,Entire home/apt,215,5,0,2011-03-28,0.0,1,33
37534,29780117,"one bedroom apartment safe, clean, best price",224056583,Sevilay,Brooklyn,Sheepshead Bay,40.6058,-73.95337,Private room,75,7,4,2019-06-11,0.51,1,311
37535,29780690,Home away from home,224062220,Tevin,Brooklyn,East Flatbush,40.65155,-73.92907,Private room,80,1,22,2019-07-01,2.76,1,162
37536,29780863,Private Studio Chelsea 23 x 8th Ave 30sec to train,6458347,Esther,Manhattan,Chelsea,40.74499,-73.99845,Private room,180,1,2,2019-04-19,0.31,1,158
